RPC,MrAnisotropy,CommonGround,Citation,Reference,Type,Description,Lithology,Colour,Age,Location,Basin,Depth,Latitude,Longitude,Epsilon,Gamma,Delta,Vp,Vs,Rho,Rho_dry,Rho_grain,E_static,PR_static,E_dynamic,PR_dynamic,P_conf,P_pore,Eff_stress,Ax_stress,Frequency,Fluid,Saturation,Sat_fraction,Porosity,Permeability,Temperature,Composition,Remarks,URL
104400,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2320.75,1248.75,2.825,2.813,2.847,,,,,172.414,131.034,,,,NaCl brine,,,0.012,,,,,
104401,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2291.95,1252.98,2.825,2.813,2.847,,,,,48.276,6.897,,,,NaCl brine,,,0.012,,,,,
104402,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2306.26,1259.37,2.825,2.813,2.847,,,,,75.862,6.897,,,,NaCl brine,,,0.012,,,,,
104403,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2313.46,1255.14,2.825,2.813,2.847,,,,,117.241,48.276,,,,NaCl brine,,,0.012,,,,,
104404,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2320.75,1257.21,2.825,2.813,2.847,,,,,158.621,89.655,,,,NaCl brine,,,0.012,,,,,
104405,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2320.75,1257.21,2.825,2.813,2.847,,,,,200,131.034,,,,NaCl brine,,,0.012,,,,,
104406,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2291.95,1259.37,2.825,2.813,2.847,,,,,75.862,6.897,,,,NaCl brine,,,0.012,,,,,
104407,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2313.46,1257.21,2.825,2.813,2.847,,,,,110.345,6.897,,,,NaCl brine,,,0.012,,,,,
104408,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2320.75,1257.21,2.825,2.813,2.847,,,,,151.724,48.276,,,,NaCl brine,,,0.012,,,,,
104409,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2388.34,1259.37,2.825,2.813,2.847,,,,,193.103,89.655,,,,NaCl brine,,,0.012,,,,,
104410,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2320.75,1259.37,2.825,2.813,2.847,,,,,110.345,6.897,,,,NaCl brine,,,0.012,,,,,
104411,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2243.17,1184.58,2.822,2.813,2.847,,,,,10.345,6.897,,,,Refined oil product,,,0.012,,,,,
104412,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2243.17,1186.47,2.822,2.813,2.847,,,,,13.793,6.897,,,,Refined oil product,,,0.012,,,,,
104413,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2243.17,1205.91,2.822,2.813,2.847,,,,,20.69,6.897,,,,Refined oil product,,,0.012,,,,,
104414,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2270.8,1217.79,2.822,2.813,2.847,,,,,62.069,48.276,,,,Refined oil product,,,0.012,,,,,
104415,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2291.95,1219.86,2.822,2.813,2.847,,,,,103.448,89.655,,,,Refined oil product,,,0.012,,,,,
104416,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2291.95,1219.86,2.822,2.813,2.847,,,,,144.828,131.034,,,,Refined oil product,,,0.012,,,,,
104417,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2306.26,1219.86,2.822,2.813,2.847,,,,,186.207,172.414,,,,Refined oil product,,,0.012,,,,,
104418,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2243.17,1196.1,2.822,2.813,2.847,,,,,20.69,6.897,,,,Refined oil product,,,0.012,,,,,
104419,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2256.85,1223.91,2.822,2.813,2.847,,,,,34.483,6.897,,,,Refined oil product,,,0.012,,,,,
104420,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2256.85,1227.96,2.822,2.813,2.847,,,,,48.276,6.897,,,,Refined oil product,,,0.012,,,,,
104421,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2284.84,1234.08,2.822,2.813,2.847,,,,,89.655,48.276,,,,Refined oil product,,,0.012,,,,,
104422,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2306.26,1252.98,2.822,2.813,2.847,,,,,131.034,89.655,,,,Refined oil product,,,0.012,,,,,
104423,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2306.26,1244.52,2.822,2.813,2.847,,,,,172.414,131.034,,,,Refined oil product,,,0.012,,,,,
104424,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2256.85,1217.79,2.822,2.813,2.847,,,,,48.276,6.897,,,,Refined oil product,,,0.012,,,,,
104425,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2256.85,1230.03,2.822,2.813,2.847,,,,,75.862,6.897,,,,Refined oil product,,,0.012,,,,,
104426,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2277.82,1240.38,2.822,2.813,2.847,,,,,117.241,48.276,,,,Refined oil product,,,0.012,,,,,
104427,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2299.06,1244.52,2.822,2.813,2.847,,,,,158.621,89.655,,,,Refined oil product,,,0.012,,,,,
104428,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2313.46,1246.59,2.822,2.813,2.847,,,,,200,131.034,,,,Refined oil product,,,0.012,,,,,
104429,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2263.78,1234.08,2.822,2.813,2.847,,,,,75.862,6.897,,,,Refined oil product,,,0.012,,,,,
104430,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2284.84,1234.08,2.822,2.813,2.847,,,,,110.345,6.897,,,,Refined oil product,,,0.012,,,,,
104431,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2306.26,1242.45,2.822,2.813,2.847,,,,,151.724,48.276,,,,Refined oil product,,,0.012,,,,,
104432,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2320.75,1244.52,2.822,2.813,2.847,,,,,193.103,89.655,,,,Refined oil product,,,0.012,,,,,
104433,,NJ DOL 1,New England,New England Research,,NJ DOLOMITE 1,DO,,,,,,,,,,,2291.95,1242.45,2.822,2.813,2.847,,,,,110.345,6.897,,,,Refined oil product,,,0.012,,,,,
104434,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2453.7,1157.1,1.396,1.377,1.404,,,,,3.448,0,,,,Gas/air,,0,0.019,,,,,
104435,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2456.1,1159.2,1.396,1.377,1.404,,,,,6.897,0,,,,Gas/air,,0,0.019,,,,,
104436,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2480.4,1170,1.396,1.377,1.404,,,,,13.793,0,,,,Gas/air,,0,0.019,,,,,
104437,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2576.7,1208.7,1.396,1.377,1.404,,,,,55.172,41.379,,,,Gas/air,,0,0.019,,,,,
104438,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2658.3,1233.6,1.396,1.377,1.404,,,,,96.552,82.759,,,,Gas/air,,0,0.019,,,,,
104439,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2733.3,1265.1,1.396,1.377,1.404,,,,,137.931,124.138,,,,Gas/air,,0,0.019,,,,,
104440,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2796.9,1287.6,1.396,1.377,1.404,,,,,179.31,165.517,,,,Gas/air,,0,0.019,,,,,
104441,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2487.6,1177.5,1.396,1.377,1.404,,,,,13.793,0,,,,Gas/air,,0,0.019,,,,,
104442,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2525.1,1192.2,1.396,1.377,1.404,,,,,27.586,0,,,,Gas/air,,0,0.019,,,,,
104443,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2555.7,1203.9,1.396,1.377,1.404,,,,,41.379,0,,,,Gas/air,,0,0.019,,,,,
104444,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2630.4,1232.4,1.396,1.377,1.404,,,,,82.759,41.379,,,,Gas/air,,0,0.019,,,,,
104445,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2695.2,1258.2,1.396,1.377,1.404,,,,,124.138,82.759,,,,Gas/air,,0,0.019,,,,,
104446,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2775.3,1277.1,1.396,1.377,1.404,,,,,165.517,124.138,,,,Gas/air,,0,0.019,,,,,
104447,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2566.2,1206.9,1.396,1.377,1.404,,,,,41.379,0,,,,Gas/air,,0,0.019,,,,,
104448,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2603.4,1236,1.396,1.377,1.404,,,,,68.966,0,,,,Gas/air,,0,0.019,,,,,
104449,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2672.4,1254.9,1.396,1.377,1.404,,,,,110.345,41.379,,,,Gas/air,,0,0.019,,,,,
104450,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2760,1270.2,1.396,1.377,1.404,,,,,151.724,82.759,,,,Gas/air,,0,0.019,,,,,
104451,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2834.7,1296.3,1.396,1.377,1.404,,,,,193.103,124.138,,,,Gas/air,,0,0.019,,,,,
104452,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2614.2,1237.8,1.396,1.377,1.404,,,,,68.966,0,,,,Gas/air,,0,0.019,,,,,
104453,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2669.4,1255.5,1.396,1.377,1.404,,,,,103.448,0,,,,Gas/air,,0,0.019,,,,,
104454,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2760,1265.1,1.396,1.377,1.404,,,,,144.828,41.379,,,,Gas/air,,0,0.019,,,,,
104455,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2806.2,1281,1.396,1.377,1.404,,,,,186.207,82.759,,,,Gas/air,,0,0.019,,,,,
104456,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2683.8,1257.6,1.396,1.377,1.404,,,,,103.448,0,,,,Gas/air,,0,0.019,,,,,
104457,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2487.6,1170.9,1.396,1.377,1.404,,,,,10.345,6.897,,,,NaCl brine,,,0.019,,,,,
104458,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2499.9,1174.2,1.396,1.377,1.404,,,,,13.793,6.897,,,,NaCl brine,,,0.019,,,,,
104459,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2517.6,1183.2,1.396,1.377,1.404,,,,,20.69,6.897,,,,NaCl brine,,,0.019,,,,,
104460,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2606.1,1221.6,1.396,1.377,1.404,,,,,62.069,48.276,,,,NaCl brine,,,0.019,,,,,
104461,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2675.1,1237.8,1.396,1.377,1.404,,,,,103.448,89.655,,,,NaCl brine,,,0.019,,,,,
104462,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2748,1241.4,1.396,1.377,1.404,,,,,144.828,131.034,,,,NaCl brine,,,0.019,,,,,
104463,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2815.5,1248.9,1.396,1.377,1.404,,,,,186.207,172.414,,,,NaCl brine,,,0.019,,,,,
104464,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2532.6,1184.7,1.396,1.377,1.404,,,,,20.69,6.897,,,,NaCl brine,,,0.019,,,,,
104465,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2558.4,1193.1,1.396,1.377,1.404,,,,,34.483,6.897,,,,NaCl brine,,,0.019,,,,,
104466,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2574,1198.8,1.396,1.377,1.404,,,,,48.276,6.897,,,,NaCl brine,,,0.019,,,,,
104467,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2647.2,1235.4,1.396,1.377,1.404,,,,,89.655,48.276,,,,NaCl brine,,,0.019,,,,,
104468,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2724.3,1257.6,1.396,1.377,1.404,,,,,131.034,89.655,,,,NaCl brine,,,0.019,,,,,
104469,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2793.9,1277.1,1.396,1.377,1.404,,,,,172.414,131.034,,,,NaCl brine,,,0.019,,,,,
104470,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2589.9,1211.4,1.396,1.377,1.404,,,,,48.276,6.897,,,,NaCl brine,,,0.019,,,,,
104471,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2633.1,1222.2,1.396,1.377,1.404,,,,,75.862,6.897,,,,NaCl brine,,,0.019,,,,,
104472,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2703.9,1252.5,1.396,1.377,1.404,,,,,117.241,48.276,,,,NaCl brine,,,0.019,,,,,
104473,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2772.3,1270.2,1.396,1.377,1.404,,,,,158.621,89.655,,,,NaCl brine,,,0.019,,,,,
104474,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2841,1290.9,1.396,1.377,1.404,,,,,200,131.034,,,,NaCl brine,,,0.019,,,,,
104475,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2633.1,1227,1.396,1.377,1.404,,,,,75.862,6.897,,,,NaCl brine,,,0.019,,,,,
104476,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2695.2,1245,1.396,1.377,1.404,,,,,110.345,6.897,,,,NaCl brine,,,0.019,,,,,
104477,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2769.3,1265.7,1.396,1.377,1.404,,,,,151.724,48.276,,,,NaCl brine,,,0.019,,,,,
104478,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2837.7,1287,1.396,1.377,1.404,,,,,193.103,89.655,,,,NaCl brine,,,0.019,,,,,
104479,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2700.9,1246.8,1.396,1.377,1.404,,,,,110.345,6.897,,,,NaCl brine,,,0.019,,,,,
104480,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2468.1,1168.2,1.391,1.377,1.404,,,,,10.345,6.897,,,,Refined oil product,,,0.019,,,,,
104481,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2482.8,1173.3,1.391,1.377,1.404,,,,,13.793,6.897,,,,Refined oil product,,,0.019,,,,,
104482,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2505,1181.4,1.391,1.377,1.404,,,,,20.69,6.897,,,,Refined oil product,,,0.019,,,,,
104483,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2595.3,1205.7,1.391,1.377,1.404,,,,,62.069,48.276,,,,Refined oil product,,,0.019,,,,,
104484,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2672.4,1234.8,1.391,1.377,1.404,,,,,103.448,89.655,,,,Refined oil product,,,0.019,,,,,
104485,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2745,1256.1,1.391,1.377,1.404,,,,,144.828,131.034,,,,Refined oil product,,,0.019,,,,,
104486,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2821.8,1279.2,1.391,1.377,1.404,,,,,186.207,172.414,,,,Refined oil product,,,0.019,,,,,
104487,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2520,1188,1.391,1.377,1.404,,,,,20.69,6.897,,,,Refined oil product,,,0.019,,,,,
104488,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2550.6,1200.6,1.391,1.377,1.404,,,,,34.483,6.897,,,,Refined oil product,,,0.019,,,,,
104489,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2576.7,1209.3,1.391,1.377,1.404,,,,,48.276,6.897,,,,Refined oil product,,,0.019,,,,,
104490,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2647.2,1220.4,1.391,1.377,1.404,,,,,89.655,48.276,,,,Refined oil product,,,0.019,,,,,
104491,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2727.3,1248.9,1.391,1.377,1.404,,,,,131.034,89.655,,,,Refined oil product,,,0.019,,,,,
104492,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2803.2,1275.3,1.391,1.377,1.404,,,,,172.414,131.034,,,,Refined oil product,,,0.019,,,,,
104493,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2582.1,1214.4,1.391,1.377,1.404,,,,,48.276,6.897,,,,Refined oil product,,,0.019,,,,,
104494,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2633.1,1234.8,1.391,1.377,1.404,,,,,75.862,6.897,,,,Refined oil product,,,0.019,,,,,
104495,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2706.9,1240.8,1.391,1.377,1.404,,,,,117.241,48.276,,,,Refined oil product,,,0.019,,,,,
104496,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2778.3,1267.5,1.391,1.377,1.404,,,,,158.621,89.655,,,,Refined oil product,,,0.019,,,,,
104497,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2847.6,1289.1,1.391,1.377,1.404,,,,,200,131.034,,,,Refined oil product,,,0.019,,,,,
104498,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2636.1,1238.4,1.391,1.377,1.404,,,,,75.862,6.897,,,,Refined oil product,,,0.019,,,,,
104499,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2709.6,1240.8,1.391,1.377,1.404,,,,,110.345,6.897,,,,Refined oil product,,,0.019,,,,,
104500,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2787.6,1263.9,1.391,1.377,1.404,,,,,151.724,48.276,,,,Refined oil product,,,0.019,,,,,
104501,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2850.6,1289.1,1.391,1.377,1.404,,,,,193.103,89.655,,,,Refined oil product,,,0.019,,,,,
104502,,4FR210.3,New England,New England Research,,FERRON 82-4 210.3,BC,,,,,,,,,,,2706.9,1242.6,1.391,1.377,1.404,,,,,110.345,6.897,,,,Refined oil product,,,0.019,,,,,
104503,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2537.7,1209.3,1.321,1.3,1.328,,,,,3.448,0,,,,Gas/air,,0,0.021,,,,,
104504,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2558.4,1226.4,1.321,1.3,1.328,,,,,6.897,0,,,,Gas/air,,0,0.021,,,,,
104505,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2603.4,1250.1,1.321,1.3,1.328,,,,,13.793,0,,,,Gas/air,,0,0.021,,,,,
104506,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2721.3,1260,1.321,1.3,1.328,,,,,55.172,41.379,,,,Gas/air,,0,0.021,,,,,
104507,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2837.7,1276.5,1.321,1.3,1.328,,,,,96.552,82.759,,,,Gas/air,,0,0.021,,,,,
104508,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2937,1292.4,1.321,1.3,1.328,,,,,137.931,124.138,,,,Gas/air,,0,0.021,,,,,
104509,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2950.8,1304.4,1.321,1.3,1.328,,,,,179.31,165.517,,,,Gas/air,,0,0.021,,,,,
104510,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2576.7,1258.8,1.321,1.3,1.328,,,,,13.793,0,,,,Gas/air,,0,0.021,,,,,
104511,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2608.8,1251.3,1.321,1.3,1.328,,,,,27.586,0,,,,Gas/air,,0,0.021,,,,,
104512,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2655.3,1260.6,1.321,1.3,1.328,,,,,41.379,0,,,,Gas/air,,0,0.021,,,,,
104513,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2760,1251.9,1.321,1.3,1.328,,,,,82.759,41.379,,,,Gas/air,,0,0.021,,,,,
104514,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2906.7,1283.7,1.321,1.3,1.328,,,,,124.138,82.759,,,,Gas/air,,0,0.021,,,,,
104515,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2989.2,1296.9,1.321,1.3,1.328,,,,,165.517,124.138,,,,Gas/air,,0,0.021,,,,,
104516,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2678.1,1261.8,1.321,1.3,1.328,,,,,41.379,0,,,,Gas/air,,0,0.021,,,,,
104517,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2766.3,1246.2,1.321,1.3,1.328,,,,,6.897,0,,,,Gas/air,,0,0.021,,,,,
104518,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2873.4,1272.6,1.321,1.3,1.328,,,,,110.345,41.379,,,,Gas/air,,0,0.021,,,,,
104519,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2933.7,1288.2,1.321,1.3,1.328,,,,,151.724,82.759,,,,Gas/air,,0,0.021,,,,,
104520,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,3003.6,1307.1,1.321,1.3,1.328,,,,,193.103,124.138,,,,Gas/air,,0,0.021,,,,,
104521,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2778.3,1248.9,1.321,1.3,1.328,,,,,68.966,0,,,,Gas/air,,0,0.021,,,,,
104522,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2883.3,1273.5,1.321,1.3,1.328,,,,,103.448,0,,,,Gas/air,,0,0.021,,,,,
104523,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2930.1,1291.5,1.321,1.3,1.328,,,,,144.828,41.379,,,,Gas/air,,0,0.021,,,,,
104524,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2971.8,1309.2,1.321,1.3,1.328,,,,,186.207,82.759,,,,Gas/air,,0,0.021,,,,,
104525,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2876.7,1274.7,1.321,1.3,1.328,,,,,103.448,0,,,,Gas/air,,0,0.021,,,,,
104526,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2563.5,1233,1.321,1.3,1.328,,,,,10.345,6.897,,,,NaCl brine,,,0.021,,,,,
104527,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2579.4,1243.2,1.321,1.3,1.328,,,,,13.793,6.897,,,,NaCl brine,,,0.021,,,,,
104528,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2598,1242.6,1.321,1.3,1.328,,,,,20.69,6.897,,,,NaCl brine,,,0.021,,,,,
104529,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2751,1261.2,1.321,1.3,1.328,,,,,62.069,48.276,,,,NaCl brine,,,0.021,,,,,
104530,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2863.5,1289.7,1.321,1.3,1.328,,,,,103.448,89.655,,,,NaCl brine,,,0.021,,,,,
104531,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2930.1,1304.4,1.321,1.3,1.328,,,,,144.828,131.034,,,,NaCl brine,,,0.021,,,,,
104532,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2971.8,1311,1.321,1.3,1.328,,,,,186.207,172.414,,,,NaCl brine,,,0.021,,,,,
104533,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2598,1235.4,1.321,1.3,1.328,,,,,20.69,6.897,,,,NaCl brine,,,0.021,,,,,
104534,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2647.2,1256.1,1.321,1.3,1.328,,,,,34.483,6.897,,,,NaCl brine,,,0.021,,,,,
104535,,4FR210.6,New England,New England Research,,FERRON 82-4 210.6,BC,,,,,,,,,,,2695.2,1251.9,1.321,1.3,1.328,,,,,48.276,6.897,,,,NaCl brine,,,0.021,,,,,
