Well Name,Depth,Formation,RelPos,Marine,GR,ILD,DeltaPHI,PHIND,PE,Facies
NOLAN,877.0620,A1 LM,0.931,2,73.38,4.1115,0.7,6.898,4.9,8
NOLAN,877.2144,A1 LM,0.914,2,79.94,4.9659,0.4,6.442,5.1,8
NOLAN,877.3668,A1 LM,0.897,2,89.50,5.6105,0.5,6.540,5.1,8
NOLAN,877.5192,A1 LM,0.879,2,85.81,5.8479,1.3,6.905,5.0,6
NOLAN,877.6716,A1 LM,0.862,2,75.56,5.6364,2.1,7.075,4.7,6
NOLAN,877.8240,A1 LM,0.845,2,60.16,5.2966,2.5,8.125,4.4,5
NOLAN,877.9764,A1 LM,0.828,2,55.94,5.0466,2.6,9.324,3.9,5
NOLAN,878.1288,A1 LM,0.810,2,55.06,4.8417,2.9,10.984,3.5,6
NOLAN,878.2812,A1 LM,0.793,2,58.84,4.5499,4.3,11.750,3.4,4
NOLAN,878.4336,A1 LM,0.776,2,55.91,4.1879,4.5,11.734,3.5,4
NOLAN,878.5860,A1 LM,0.759,2,54.78,3.7670,3.6,11.383,3.4,4
NOLAN,878.7384,A1 LM,0.741,2,56.38,3.3884,2.1,10.890,3.5,4
NOLAN,878.8908,A1 LM,0.724,2,65.13,3.1477,2.6,11.329,3.4,6
NOLAN,879.0432,A1 LM,0.707,2,67.81,3.0690,5.0,12.872,3.4,6
NOLAN,879.1956,A1 LM,0.690,2,64.94,3.1261,7.6,14.280,3.2,4
NOLAN,879.3480,A1 LM,0.672,2,58.50,3.2434,9.2,16.044,3.2,7
NOLAN,879.5004,A1 LM,0.655,2,61.31,3.3343,8.1,15.111,3.2,7
NOLAN,879.6528,A1 LM,0.638,2,80.56,3.3806,6.1,13.842,3.7,7
NOLAN,879.8052,A1 LM,0.621,2,104.44,3.4674,4.2,11.490,4.2,7
NOLAN,879.9576,A1 LM,0.603,2,116.50,3.6813,2.7,11.084,4.7,8
NOLAN,880.1100,A1 LM,0.586,2,110.88,4.0926,1.7,10.638,4.9,8
NOLAN,880.2624,A1 LM,0.569,2,109.31,4.6132,0.8,10.866,4.9,8
NOLAN,880.4148,A1 LM,0.552,2,108.31,5.0582,1.0,10.402,5.2,8
NOLAN,880.5672,A1 LM,0.534,2,111.69,5.3333,1.1,10.628,5.1,6
NOLAN,880.7196,A1 LM,0.517,2,100.06,5.4075,1.1,9.993,5.3,6
NOLAN,880.8720,A1 LM,0.517,2,100.06,5.4075,1.1,9.993,5.3,6
NOLAN,881.0244,A1 LM,0.500,2,95.00,5.3703,1.3,9.480,5.2,8
NOLAN,881.1768,A1 LM,0.483,2,80.56,5.2481,1.6,8.933,5.5,8
NOLAN,881.3292,A1 LM,0.466,2,63.03,5.0119,1.2,8.487,5.9,6
NOLAN,881.4816,A1 LM,0.448,2,43.81,4.6452,0.7,8.527,5.7,6
NOLAN,881.6340,A1 LM,0.431,2,33.63,4.2462,0.0,8.551,5.8,8
NOLAN,881.7864,A1 LM,0.414,2,29.66,3.8994,0.5,9.098,5.2,8
NOLAN,881.9388,A1 LM,0.397,2,26.72,3.6224,0.4,10.524,5.0,6
NOLAN,882.0912,A1 LM,0.379,2,22.64,3.3963,1.7,11.687,4.8,6
NOLAN,882.2436,A1 LM,0.362,2,20.95,3.1623,1.3,12.667,4.8,8
NOLAN,882.3960,A1 LM,0.345,2,22.56,2.9512,0.9,12.748,4.9,8
NOLAN,882.5484,A1 LM,0.328,2,24.41,2.7606,-0.1,12.490,4.9,8
NOLAN,882.7008,A1 LM,0.310,2,24.88,2.6182,0.3,12.006,5.1,8
NOLAN,882.8532,A1 LM,0.293,2,25.08,2.5527,0.6,11.640,5.0,8
NOLAN,883.0056,A1 LM,0.276,2,24.42,2.5586,0.0,12.872,4.8,8
NOLAN,883.1580,A1 LM,0.259,2,27.78,2.6002,-0.7,13.719,4.7,8
NOLAN,883.3104,A1 LM,0.241,2,29.73,2.6853,-0.4,14.037,4.9,8
NOLAN,883.4628,A1 LM,0.224,2,39.66,2.7925,0.5,12.649,5.0,8
NOLAN,883.6152,A1 LM,0.207,2,48.75,2.8973,1.5,11.727,4.5,8
NOLAN,883.7676,A1 LM,0.190,2,52.41,3.0620,1.4,11.133,3.8,8
NOLAN,883.9200,A1 LM,0.172,2,50.19,3.3266,1.3,10.980,3.7,6
NOLAN,884.0724,A1 LM,0.155,2,54.91,3.6898,1.4,10.213,3.6,5
NOLAN,884.2248,A1 LM,0.138,2,68.06,4.2170,2.2,9.700,3.9,8
NOLAN,884.3772,A1 LM,0.121,2,79.81,5.0350,3.4,9.289,3.9,6
NOLAN,884.5296,A1 LM,0.103,2,88.50,5.8076,5.3,9.743,4.0,4
NOLAN,884.6820,A1 LM,0.086,2,85.19,6.2951,5.8,10.127,3.8,4
NOLAN,884.8344,A1 LM,0.069,2,74.19,6.2373,4.3,8.905,4.1,4
NOLAN,884.9868,A1 LM,0.069,2,74.19,6.2373,4.3,8.905,4.1,4
NOLAN,885.1392,A1 LM,0.052,2,55.41,5.4828,2.3,6.504,4.3,5
NOLAN,885.2916,A1 LM,0.034,2,47.88,4.7424,0.4,4.388,4.8,6
NOLAN,885.4440,A1 LM,0.017,2,58.22,4.6452,2.0,5.926,4.1,8
NOLAN,885.5964,A1 LM,1.000,1,79.25,4.6881,1.1,17.369,3.5,8
NOLAN,885.7488,B1 SH,0.971,1,93.13,4.6132,0.0,27.246,3.1,3
NOLAN,885.9012,B1 SH,0.941,1,94.25,4.4566,1.4,27.267,2.7,3
NOLAN,886.0536,B1 SH,0.912,1,84.88,4.0926,0.8,20.627,3.1,3
NOLAN,886.2060,B1 SH,0.882,1,77.13,3.6983,3.0,14.587,3.3,3
NOLAN,886.3584,B1 SH,0.853,1,70.56,3.6983,4.3,13.462,3.6,3
NOLAN,886.5108,B1 SH,0.824,1,61.81,3.8107,5.7,12.719,3.3,3
NOLAN,886.6632,B1 SH,0.794,1,62.19,3.8107,5.6,12.670,3.4,2
NOLAN,886.8156,B1 SH,0.765,1,62.56,3.7068,5.8,11.446,3.3,2
NOLAN,886.9680,B1 SH,0.735,1,74.50,3.5892,5.5,11.073,3.3,2
NOLAN,887.1204,B1 SH,0.706,1,84.63,3.4119,5.4,13.499,3.2,2
NOLAN,887.2728,B1 SH,0.676,1,94.25,3.3497,4.8,17.550,3.0,3
NOLAN,887.4252,B1 SH,0.647,1,101.00,3.3963,6.4,21.452,2.8,3
NOLAN,887.5776,B1 SH,0.618,1,97.75,3.4674,5.8,23.636,2.8,3
NOLAN,887.7300,B1 SH,0.588,1,90.06,3.5563,5.2,21.519,2.7,3
NOLAN,887.8824,B1 SH,0.559,1,79.63,3.7411,3.5,17.839,2.9,2
NOLAN,888.0348,B1 SH,0.529,1,73.81,3.9902,4.3,12.376,3.3,2
NOLAN,888.1872,B1 SH,0.500,1,77.44,4.3251,4.6,9.483,3.4,2
NOLAN,888.3396,B1 SH,0.471,1,72.63,4.7973,3.5,7.522,3.4,2
NOLAN,888.4920,B1 SH,0.441,1,69.81,5.2000,2.4,7.393,3.2,2
NOLAN,888.6444,B1 SH,0.412,1,65.44,5.3456,1.6,7.403,3.2,2
NOLAN,888.7968,B1 SH,0.382,1,65.88,5.2360,1.2,7.386,3.4,2
NOLAN,888.9492,B1 SH,0.353,1,67.25,4.9317,0.9,7.483,3.4,2
NOLAN,889.1016,B1 SH,0.324,1,67.88,4.5920,0.6,8.404,3.3,2
NOLAN,889.2540,B1 SH,0.294,1,75.00,4.1976,0.9,8.381,3.3,2
NOLAN,889.4064,B1 SH,0.265,1,80.94,3.7844,1.2,9.300,3.5,2
NOLAN,889.5588,B1 SH,0.235,1,86.75,3.5481,2.5,11.256,3.2,2
NOLAN,889.7112,B1 SH,0.206,1,92.13,3.3729,1.9,15.280,2.9,2
NOLAN,889.8636,B1 SH,0.176,1,95.00,3.1915,2.6,16.331,2.7,2
NOLAN,890.0160,B1 SH,0.147,1,98.63,3.1477,3.0,17.430,3.0,2
NOLAN,890.1684,B1 SH,0.118,1,97.50,3.2961,6.0,19.691,3.2,2
NOLAN,890.3208,B1 SH,0.088,1,92.81,3.3729,5.9,24.702,3.0,3
NOLAN,890.4732,B1 SH,0.059,1,72.38,3.5563,5.4,24.214,2.8,3
NOLAN,890.6256,B1 LM,0.029,1,48.28,3.9446,3.0,19.402,2.9,8
NOLAN,890.7780,B1 LM,1.000,2,27.25,4.2756,2.9,13.545,3.6,8
NOLAN,890.9304,B1 LM,0.950,2,19.88,4.7315,2.8,9.412,3.8,8
NOLAN,891.0828,B1 LM,0.900,2,16.91,5.8345,2.2,7.409,3.8,8
NOLAN,891.2352,B1 LM,0.850,2,18.39,6.9984,1.4,6.180,4.1,8
NOLAN,891.3876,B1 LM,0.800,2,21.72,8.0353,1.5,5.097,4.4,6
NOLAN,891.5400,B1 LM,0.750,2,25.75,9.1411,1.2,4.592,4.8,6
NOLAN,891.6924,B1 LM,0.700,2,26.44,9.8175,1.6,4.192,5.2,8
NOLAN,891.8448,B1 LM,0.650,2,28.03,9.3541,1.5,4.459,5.1,8
NOLAN,891.9972,B1 LM,0.600,2,28.88,8.7902,0.9,4.723,5.0,8
NOLAN,892.1496,B1 LM,0.550,2,33.03,8.4723,0.3,5.977,4.4,8
NOLAN,892.3020,B1 LM,0.500,2,34.47,8.2985,1.6,6.645,3.9,8
NOLAN,892.4544,B1 LM,0.450,2,36.88,8.3176,2.6,6.643,3.6,5
NOLAN,892.6068,B1 LM,0.400,2,38.69,8.5704,2.0,6.138,3.8,5
NOLAN,892.7592,B1 LM,0.350,2,42.63,8.7297,0.8,5.014,4.3,5
NOLAN,892.9116,B1 LM,0.300,2,42.03,8.6696,0.3,3.713,4.6,5
NOLAN,893.0640,B1 LM,0.250,2,37.50,8.4918,0.3,2.873,4.9,6
NOLAN,893.2164,B1 LM,0.200,2,33.28,8.2985,0.5,2.774,4.1,6
NOLAN,893.3688,B1 LM,0.150,2,38.59,7.8163,0.7,3.841,3.8,8
NOLAN,893.5212,B1 LM,0.100,2,52.69,7.0307,0.8,4.990,3.3,8
NOLAN,893.6736,B2 SH,0.050,2,63.94,6.0534,1.6,6.930,3.4,2
NOLAN,893.8260,B2 SH,1.000,1,74.00,5.2602,3.3,9.299,3.2,2
NOLAN,893.9784,B2 SH,0.955,1,79.81,4.7424,4.9,12.490,3.1,2
NOLAN,894.1308,B2 SH,0.909,1,91.25,4.4978,6.1,15.422,3.0,2
NOLAN,894.2832,B2 SH,0.864,1,98.25,4.3954,5.0,15.822,3.1,2
NOLAN,894.4356,B2 SH,0.818,1,98.63,4.1976,3.7,13.820,3.4,2
NOLAN,894.5880,B2 SH,0.773,1,86.50,3.9264,2.7,10.400,3.7,2
NOLAN,894.7404,B2 SH,0.727,1,77.31,3.6898,3.0,8.614,3.8,2
NOLAN,894.8928,B2 SH,0.682,1,71.94,3.5156,4.3,8.905,3.8,3
NOLAN,895.0452,B2 SH,0.636,1,75.75,3.4277,5.2,12.491,3.6,3
NOLAN,895.1976,B2 SH,0.591,1,83.56,3.4277,6.9,17.206,3.3,3
NOLAN,895.3500,B2 SH,0.545,1,93.81,3.4594,7.6,20.333,3.1,3
NOLAN,895.5024,B2 SH,0.500,1,99.50,3.4514,7.6,18.754,3.0,3
NOLAN,895.6548,B2 SH,0.455,1,90.81,3.4041,5.0,16.059,3.1,3
NOLAN,895.8072,B2 SH,0.409,1,79.81,3.4198,4.1,13.315,3.3,3
NOLAN,895.9596,B2 SH,0.364,1,73.31,3.4277,3.5,12.809,3.3,2
NOLAN,896.1120,B2 SH,0.318,1,67.63,3.5237,3.9,10.888,3.5,1
NOLAN,896.2644,B2 SH,0.273,1,68.06,3.7670,3.0,9.502,3.5,1
NOLAN,896.4168,B2 SH,0.227,1,67.63,3.9537,2.5,8.337,3.6,1
NOLAN,896.5692,B2 SH,0.182,1,73.69,3.9537,3.6,9.908,3.2,1
NOLAN,896.7216,B2 SH,0.136,1,79.50,4.2170,2.1,20.658,2.7,3
NOLAN,896.8740,B2 SH,0.091,1,82.50,4.5499,-0.3,26.186,2.5,3
NOLAN,897.0264,B2 SH,0.045,1,78.75,4.5709,-3.6,26.344,2.6,3
NOLAN,897.1788,B2 SH,1.000,2,60.25,4.4771,-5.1,17.847,4.4,3
NOLAN,897.3312,B2 LM,0.958,2,37.13,4.3652,-1.2,11.731,5.3,8
NOLAN,897.4836,B2 LM,0.917,2,20.75,4.2073,2.2,9.936,5.5,8
NOLAN,897.6360,B2 LM,0.875,2,14.41,4.5394,1.5,11.411,5.2,8
NOLAN,897.7884,B2 LM,0.833,2,14.12,5.2602,-0.3,12.506,5.0,8
NOLAN,897.9408,B2 LM,0.792,2,15.94,5.7544,-0.9,10.917,4.6,8
NOLAN,898.0932,B2 LM,0.750,2,16.80,6.0117,-0.7,9.190,5.2,8
NOLAN,898.2456,B2 LM,0.708,2,18.25,6.2373,0.2,7.566,4.9,8
NOLAN,898.3980,B2 LM,0.667,2,18.81,6.2951,0.2,7.566,4.9,8
NOLAN,898.5504,B2 LM,0.625,2,22.64,6.3387,1.6,6.480,4.7,8
NOLAN,898.7028,B2 LM,0.583,2,28.97,6.4269,3.5,5.541,4.1,8
NOLAN,898.8552,B2 LM,0.542,2,30.50,6.5013,4.5,4.889,4.2,8
NOLAN,899.0076,B2 LM,0.500,2,28.75,6.5464,3.9,5.067,4.4,8
NOLAN,899.1600,B2 LM,0.458,2,23.41,6.6374,2.6,6.088,4.9,8
NOLAN,899.3124,B2 LM,0.417,2,20.36,6.7298,1.7,6.685,5.1,8
NOLAN,899.4648,B2 LM,0.375,2,16.83,6.9183,1.2,6.089,5.4,8
NOLAN,899.6172,B2 LM,0.333,2,19.48,7.1450,1.4,4.739,5.3,8
NOLAN,899.7696,B2 LM,0.292,2,23.14,7.4645,1.3,3.767,5.4,6
NOLAN,899.9220,B2 LM,0.250,2,26.72,7.9068,0.0,4.372,5.0,6
NOLAN,900.0744,B2 LM,0.208,2,26.69,8.0724,-0.7,4.611,5.1,6
NOLAN,900.2268,B2 LM,0.167,2,25.75,7.6208,-0.5,4.144,5.2,6
NOLAN,900.3792,B2 LM,0.125,2,32.91,6.9024,0.0,3.632,5.2,8
NOLAN,900.5316,B3 SH,0.083,2,55.47,6.2373,1.0,4.397,4.8,3
NOLAN,900.6840,B3 SH,0.042,2,81.38,5.5081,2.5,6.675,4.0,3
NOLAN,900.8364,B3 SH,1.000,1,98.56,4.8753,4.6,10.013,3.7,2
NOLAN,900.9888,B3 SH,0.962,1,102.38,4.3954,5.7,12.424,3.5,2
NOLAN,901.1412,B3 SH,0.923,1,102.19,3.9902,6.6,13.809,3.5,2
NOLAN,901.2936,B3 SH,0.885,1,101.25,3.7757,5.0,13.663,3.0,2
NOLAN,901.4460,B3 SH,0.846,1,102.88,3.7325,3.6,13.462,2.7,2
NOLAN,901.5984,B3 SH,0.808,1,103.25,3.7325,3.0,13.643,2.9,2
NOLAN,901.7508,B3 SH,0.769,1,100.69,3.7757,2.8,12.730,3.1,2
NOLAN,901.9032,B3 SH,0.731,1,95.06,3.8905,3.0,12.404,3.4,2
NOLAN,902.0556,B3 SH,0.692,1,89.00,4.0458,3.2,11.621,3.4,2
NOLAN,902.2080,B3 SH,0.654,1,89.13,4.2073,2.8,11.417,3.6,2
NOLAN,902.3604,B3 SH,0.615,1,83.06,4.3853,2.1,10.498,3.6,2
NOLAN,902.5128,B3 SH,0.577,1,76.56,4.4875,1.8,10.180,3.5,2
NOLAN,902.6652,B3 SH,0.538,1,73.25,4.5082,1.9,10.254,3.2,2
NOLAN,902.8176,B3 SH,0.500,1,79.44,4.5186,2.8,11.018,3.2,2
NOLAN,902.9700,B3 SH,0.462,1,89.00,4.4978,3.6,11.692,3.2,2
NOLAN,903.1224,B3 SH,0.423,1,85.50,4.3752,3.6,12.036,3.1,2
NOLAN,903.2748,B3 SH,0.385,1,80.50,4.1305,3.2,11.701,3.1,2
NOLAN,903.4272,B3 SH,0.346,1,73.38,3.8371,3.0,11.425,3.1,2
NOLAN,903.5796,B3 SH,0.308,1,74.75,3.5156,3.8,11.783,3.0,2
NOLAN,903.7320,B3 SH,0.269,1,69.06,3.2584,4.4,12.897,2.9,2
NOLAN,903.8844,B3 SH,0.231,1,68.38,3.0832,5.1,13.997,2.9,2
NOLAN,904.0368,B3 SH,0.192,1,68.31,2.9717,4.3,14.406,3.1,2
NOLAN,904.1892,B3 SH,0.154,1,76.81,2.8973,5.5,17.231,3.2,2
NOLAN,904.3416,B3 SH,0.115,1,89.88,2.9309,7.0,20.171,3.1,2
NOLAN,904.4940,B3 SH,0.077,1,92.75,2.9580,8.1,20.610,3.1,3
NOLAN,904.6464,B3 SH,0.038,1,84.88,2.9309,5.9,17.256,3.5,3
NOLAN,904.7988,B3 LM,1.000,2,58.38,2.8973,3.8,13.151,4.3,5
NOLAN,904.9512,B3 LM,0.917,2,37.97,2.9309,3.5,12.337,4.5,5
NOLAN,905.1036,B3 LM,0.833,2,21.27,3.0200,3.2,13.200,4.6,8
NOLAN,905.2560,B3 LM,0.750,2,17.64,3.2584,1.9,14.221,4.7,8
NOLAN,905.4084,B3 LM,0.667,2,15.59,3.5318,1.3,13.538,4.7,8
NOLAN,905.5608,B3 LM,0.583,2,15.00,3.7497,1.3,12.112,4.3,8
NOLAN,905.7132,B3 LM,0.500,2,13.62,3.9446,1.4,11.133,4.4,8
NOLAN,905.8656,B3 LM,0.417,2,16.25,4.2073,0.5,9.831,4.5,8
NOLAN,906.0180,B3 LM,0.333,2,18.78,4.2267,-0.2,8.994,4.7,8
NOLAN,906.1704,B3 LM,0.250,2,23.22,3.9994,-0.1,7.641,4.6,8
NOLAN,906.3228,B3 LM,0.167,2,28.33,3.6728,2.5,8.281,3.9,8
NOLAN,906.4752,B3 LM,0.083,2,45.06,3.4119,4.4,11.293,3.3,8
NOLAN,906.6276,B4 SH,1.000,1,65.13,3.3343,5.5,14.943,2.8,2
NOLAN,906.7800,B4 SH,0.958,1,83.94,3.3574,4.0,16.355,2.7,2
NOLAN,906.9324,B4 SH,0.917,1,82.56,3.2734,2.9,14.334,2.9,2
NOLAN,907.0848,B4 SH,0.875,1,75.50,3.1117,1.5,11.491,3.3,2
NOLAN,907.2372,B4 SH,0.833,1,66.00,2.9717,1.6,9.773,3.5,2
NOLAN,907.3896,B4 SH,0.792,1,67.31,2.9717,1.8,9.236,3.4,2
NOLAN,907.5420,B4 SH,0.750,1,71.50,3.2137,1.8,9.236,3.4,2
NOLAN,907.6944,B4 SH,0.708,1,81.25,3.6644,3.0,10.481,3.3,2
NOLAN,907.8468,B4 SH,0.667,1,90.38,4.1115,4.6,11.596,3.1,2
NOLAN,907.9992,B4 SH,0.625,1,92.81,4.4259,5.4,12.898,3.2,2
NOLAN,908.1516,B4 SH,0.583,1,87.13,4.5709,4.7,12.294,3.1,2
NOLAN,908.3040,B4 SH,0.542,1,77.56,4.5499,2.9,10.856,3.2,2
NOLAN,908.4564,B4 SH,0.500,1,73.38,4.5186,1.9,8.959,3.3,2
NOLAN,908.6088,B4 SH,0.458,1,73.44,4.6026,1.2,8.036,3.4,2
NOLAN,908.7612,B4 SH,0.417,1,75.25,4.6132,1.4,7.922,3.3,2
NOLAN,908.9136,B4 SH,0.375,1,76.94,4.4771,1.6,8.534,3.1,2
NOLAN,909.0660,B4 SH,0.333,1,80.19,4.0832,1.9,9.171,3.1,2
NOLAN,909.2184,B4 SH,0.292,1,88.50,3.6644,2.0,9.456,3.3,2
NOLAN,909.3708,B4 SH,0.250,1,98.50,3.3574,2.0,10.032,3.3,2
NOLAN,909.5232,B4 SH,0.208,1,107.13,3.3037,4.3,13.167,3.3,2
NOLAN,909.6756,B4 SH,0.167,1,108.75,3.4277,6.5,20.311,2.8,2
NOLAN,909.8280,B4 SH,0.125,1,94.56,3.5400,9.4,25.587,2.8,3
NOLAN,909.9804,B4 LM,0.083,1,66.81,3.6898,6.3,23.489,3.1,5
NOLAN,910.1328,B4 LM,0.042,1,38.78,3.8726,2.0,17.245,4.2,8
NOLAN,910.2852,B4 LM,1.000,2,21.02,4.0832,-0.5,11.225,5.2,8
NOLAN,910.4376,B4 LM,0.900,2,17.48,4.6238,0.9,6.670,5.6,8
NOLAN,910.5900,B4 LM,0.800,2,16.23,5.6624,-0.4,6.483,5.3,8
NOLAN,910.7424,B4 LM,0.700,2,16.67,6.7920,-0.6,6.524,5.6,8
NOLAN,910.8948,B4 LM,0.600,2,20.17,7.9983,1.0,6.449,4.8,8
NOLAN,911.0472,B4 LM,0.500,2,26.95,8.8920,2.4,7.108,4.6,4
NOLAN,911.1996,B4 LM,0.400,2,37.59,8.5310,2.8,7.124,4.6,5
NOLAN,911.3520,B4 LM,0.300,2,41.19,6.8865,2.1,6.756,5.3,5
NOLAN,911.5044,B4 LM,0.200,2,43.53,4.8306,1.7,5.608,5.3,5
NOLAN,911.6568,B4 LM,0.100,2,42.59,3.3420,2.7,8.290,3.5,6
NOLAN,911.8092,B4 LM,1.000,1,54.03,2.4266,3.7,15.084,2.9,6
NOLAN,911.9616,B5 SH,0.875,1,69.50,1.8578,6.1,22.478,2.6,3
NOLAN,912.1140,B5 SH,0.750,1,74.63,1.5205,6.3,24.017,2.9,3
NOLAN,912.2664,B5 SH,0.625,1,63.75,1.3002,7.4,23.609,2.9,3
NOLAN,912.4188,B5 SH,0.500,1,49.47,1.1376,9.4,23.827,3.0,3
NOLAN,912.5712,B5 SH,0.375,1,47.66,1.0280,9.3,24.357,3.1,3
NOLAN,912.7236,B5 SH,0.250,1,49.38,0.9705,8.3,23.544,3.2,3
NOLAN,912.8760,B5 LM,0.125,1,48.03,0.9572,5.4,20.059,3.6,4
NOLAN,913.0284,B5 LM,1.000,2,43.25,0.9727,3.8,17.813,4.2,8
NOLAN,913.1808,B5 LM,0.972,2,35.84,1.0328,2.1,17.024,4.9,8
NOLAN,913.3332,B5 LM,0.944,2,28.86,1.1117,1.6,17.326,5.1,8
NOLAN,913.4856,B5 LM,0.917,2,22.61,1.1940,1.7,17.955,5.2,8
NOLAN,913.6380,B5 LM,0.889,2,22.19,1.2531,1.7,17.955,5.2,8
NOLAN,913.7904,B5 LM,0.861,2,22.27,1.2647,0.9,17.962,5.3,8
NOLAN,913.9428,B5 LM,0.833,2,30.33,1.2531,0.4,18.053,5.1,8
NOLAN,914.0952,B5 LM,0.806,2,35.31,1.2589,0.1,17.524,4.8,8
NOLAN,914.2476,B5 LM,0.778,2,46.31,1.3122,0.7,17.166,4.6,8
NOLAN,914.4000,B5 LM,0.750,2,56.59,1.4191,0.8,17.392,5.1,8
NOLAN,914.5524,B5 LM,0.722,2,64.94,1.5560,0.8,16.153,6.4,8
NOLAN,914.7048,B5 LM,0.694,2,65.00,1.6788,1.1,13.260,8.1,8
NOLAN,914.8572,B5 LM,0.667,2,66.44,1.7742,2.7,9.112,7.2,8
NOLAN,915.0096,B5 LM,0.639,2,80.50,1.8408,4.5,7.153,6.1,8
NOLAN,915.1620,B5 LM,0.611,2,93.31,1.9143,5.9,8.170,5.8,8
NOLAN,915.3144,B5 LM,0.583,2,103.13,1.9724,5.2,11.154,5.3,8
NOLAN,915.4668,B5 LM,0.556,2,114.25,1.9099,4.1,14.104,5.1,8
NOLAN,915.6192,B5 LM,0.528,2,131.63,1.7865,2.5,15.703,5.1,8
NOLAN,915.7716,B5 LM,0.500,2,141.75,1.6596,1.8,16.154,5.5,8
NOLAN,915.9240,B5 LM,0.472,2,129.50,1.5560,1.4,15.690,5.8,8
NOLAN,916.0764,B5 LM,0.444,2,120.25,1.4997,1.3,15.982,5.3,8
NOLAN,916.2288,B5 LM,0.417,2,106.63,1.4859,2.0,16.374,5.1,8
NOLAN,916.3812,B5 LM,0.389,2,105.00,1.5136,2.8,16.867,4.6,8
NOLAN,916.5336,B5 LM,0.361,2,97.44,1.5631,2.5,16.387,4.8,8
NOLAN,916.6860,B5 LM,0.333,2,97.69,1.6406,1.9,15.672,4.8,8
NOLAN,916.8384,B5 LM,0.306,2,105.88,1.7498,1.9,15.672,4.8,5
NOLAN,916.9908,B5 LM,0.278,2,135.63,1.9011,1.3,15.191,5.1,5
NOLAN,917.1432,B5 LM,0.250,2,164.25,2.1038,1.4,14.264,5.0,5
NOLAN,917.2956,B5 LM,0.222,2,168.38,2.3768,1.4,13.528,4.8,5
NOLAN,917.4480,B5 LM,0.194,2,137.88,2.7164,1.0,12.349,5.0,8
NOLAN,917.6004,B5 LM,0.167,2,98.19,3.0479,1.0,12.242,5.0,8
NOLAN,917.7528,B5 LM,0.139,2,79.19,3.3037,0.7,11.796,5.1,8
NOLAN,917.9052,B5 LM,0.111,2,76.19,3.3806,-0.1,10.591,4.7,6
NOLAN,918.0576,B5 LM,0.083,2,88.25,3.3113,-0.9,9.123,4.6,6
NOLAN,918.2100,B5 LM,0.056,2,102.75,3.2509,0.2,8.805,4.6,8
NOLAN,918.3624,B5 LM,0.028,2,107.56,3.2885,4.0,11.586,4.8,8
NOLAN,918.5148,C SH,1.000,1,110.94,3.2885,8.5,14.888,3.9,3
NOLAN,918.6672,C SH,0.974,1,104.00,3.1696,9.1,16.974,3.2,3
NOLAN,918.8196,C SH,0.947,1,98.56,2.9785,5.6,18.862,2.7,3
NOLAN,918.9720,C SH,0.921,1,91.13,2.7990,3.7,17.347,2.8,3
NOLAN,919.1244,C SH,0.895,1,93.13,2.6607,3.8,16.233,3.1,3
NOLAN,919.2768,C SH,0.868,1,101.94,2.6424,6.2,15.259,3.5,3
NOLAN,919.4292,C SH,0.842,1,107.31,2.6669,6.5,16.416,3.5,3
NOLAN,919.5816,C SH,0.816,1,112.56,2.6546,7.4,17.188,3.4,3
NOLAN,919.7340,C SH,0.789,1,110.38,2.6730,6.9,16.546,3.3,3
NOLAN,919.8864,C SH,0.763,1,113.50,2.7164,8.3,16.803,3.2,3
NOLAN,920.0388,C SH,0.737,1,107.94,2.7416,7.7,18.296,3.2,3
NOLAN,920.1912,C SH,0.711,1,103.50,2.8054,7.8,19.762,3.2,3
NOLAN,920.3436,C SH,0.684,1,100.25,2.9309,5.9,19.253,3.2,3
NOLAN,920.4960,C SH,0.658,1,94.50,3.0409,5.7,18.242,3.3,3
NOLAN,920.6484,C SH,0.632,1,94.00,3.1769,5.6,16.540,3.6,3
NOLAN,920.8008,C SH,0.605,1,91.19,3.3574,6.2,16.841,3.7,2
NOLAN,920.9532,C SH,0.579,1,89.94,3.5075,6.6,16.725,3.8,2
NOLAN,921.1056,C SH,0.553,1,86.50,3.6475,7.7,17.140,3.6,3
NOLAN,921.2580,C SH,0.526,1,77.94,3.7670,7.0,15.665,3.6,3
NOLAN,921.4104,C SH,0.500,1,76.81,3.8194,6.2,14.443,3.7,2
NOLAN,921.5628,C SH,0.474,1,77.69,3.8459,4.8,13.076,3.8,2
NOLAN,921.7152,C SH,0.447,1,77.56,3.9174,4.8,13.159,4.3,2
NOLAN,921.8676,C SH,0.421,1,78.56,3.9355,4.5,12.970,4.1,2
NOLAN,922.0200,C SH,0.395,1,76.00,3.9174,4.4,13.265,4.0,2
NOLAN,922.1724,C SH,0.368,1,80.69,3.8994,5.0,12.799,3.8,2
NOLAN,922.3248,C SH,0.342,1,82.13,3.8459,6.1,13.158,3.9,2
NOLAN,922.4772,C SH,0.316,1,84.50,3.7154,6.2,13.523,4.0,2
NOLAN,922.6296,C SH,0.289,1,86.69,3.6058,6.0,13.484,3.7,2
NOLAN,922.7820,C SH,0.263,1,87.25,3.5156,5.9,13.598,3.6,2
NOLAN,922.9344,C SH,0.237,1,87.38,3.3963,6.4,13.188,3.5,2
NOLAN,923.0868,C SH,0.211,1,87.00,3.2961,5.9,13.883,3.7,2
NOLAN,923.2392,C SH,0.184,1,97.38,3.3037,7.4,15.299,3.6,2
